"id","level","prompt","correct","distractor1","distractor2","distractor3"
"politics-l5-693","5","Hvor mange år var Charles de Gaulle president av Frankrike?","10 år","8 år","12 år","9 år"
"politics-l5-694","5","Hvor mange medlemmer har det spanske parlamentet?","350","330","370","340"
"politics-l5-695","5","Hvor mange år var Mikhail Gorbatsjov leder av Sovjet-Unionen?","8 år","6 år","10 år","7 år"
"politics-l5-696","5","I hvilket år ble Nelson Mandela løslatt fra fengsel?","1990","1988","1992","1989"
"politics-l5-697","5","Hvor mange år var Tony Blair statsminister av Storbritannia?","10 år","8 år","12 år","9 år"
"politics-l5-698","5","Hvor mange medlemmer har det norske Stortinget per 2024?","169","165","175","157"
"politics-l5-699","5","I hvilket år fikk New Zealand kvinners stemmerett?","1893","1890","1900","1888"
"politics-l5-700","5","Hvor mange år var George Washington president av USA?","8 år","6 år","10 år","12 år"
"politics-l5-701","5","Hvem var førsteminister av Norge fra 2013 til 2021?","Erna Solberg","Jens Stoltenberg","Jonas Gahr Støre","Kjell Magne Bondevik"
"politics-l5-702","5","Hvilken amerikanske president var involvert i Watergate-skandalen?","Richard Nixon","Gerald Ford","Lyndon B. Johnson","Jimmy Carter"
"politics-l5-703","5","Hvem ble valgt som USAs første afroamerikanske president i 2008?","Barack Obama","Joe Biden","John McCain","Colin Powell"
"politics-l5-704","5","Hvilken tysk leder var ansvarlig for Holocaust under andre verdenskrig?","Adolf Hitler","Hermann Göring","Joseph Goebbels","Heinrich Himmler"
"politics-l5-705","5","Hvilken sovjetisk leder beordret invasjonen av Afghanistan i 1979?","Leonid Brezhnev","Mikhail Gorbachev","Nikita Khrushchev","Vladimir Putin"
"politics-l5-706","5","Hvilken indisk politiker var kjent som 'Mahatma' og ledet uavhengighetskampen?","Mohandas Gandhi","Jawaharlal Nehru","Indira Gandhi","Rajiv Gandhi"
"politics-l5-707","5","Hvem var kjinesisk statsmann som grunnla Folkerepublikken Kina i 1949?","Mao Zedong","Deng Xiaoping","Zhou Enlai","Jiang Zemin"
"politics-l5-708","5","Hvilken norsk politiker var første kvinnelige statsminister i Norge?","Gro Harlem Brundtland","Erna Solberg","Anniken Huitfeldt","Kristin Halvorsen"
"politics-l5-709","5","Hvem var USAs president under den Store Depresjon?","Franklin D. Roosevelt","Herbert Hoover","Theodore Roosevelt","Dwight D. Eisenhower"
"politics-l5-710","5","Hvilken argentinsk politiker var kjent som 'Evita'?","Eva Perón","Isabel Perón","Cristina Fernández","Agustín Tosco"
"politics-l5-711","5","Hvem var palestinsk leder og grunnlegger av Fatah?","Yasser Arafat","Mahmoud Abbas","Marwan Barghouti","Ahmad Shukeiri"
"politics-l5-712","5","Hvilken italiensk diktator styrte Italia under andre verdenskrig?","Benito Mussolini","Victor Emmanuel III","Marshal Badoglio","Alcide De Gasperi"
"politics-l5-713","5","Hvem var kubansk revolusjonær som styrte Cuba fra 1959?","Fidel Castro","Raúl Castro","Che Guevara","Fulgencio Batista"
"politics-l5-714","5","Hvilken amerikanske senator var kjent for sin inkvisisjon mot kommunister på 1950-tallet?","Joseph McCarthy","Richard Nixon","J. Edgar Hoover","Roy Cohn"
"politics-l5-715","5","Hvem var fransk general og statsmann som styrte Frankrike etter andre verdenskrig?","Charles de Gaulle","François Mitterrand","Pierre Laval","Marshal Pétain"
"politics-l5-716","5","Hvilken britisk statsminister innledet Brexit-prosessen?","Theresa May","David Cameron","Boris Johnson","Liz Truss"
"politics-l5-717","5","Hvem var russisk zar som ble styrtet under revolusjonen i 1917?","Nikolai II","Alexander III","Alexander II","Peter den Store"
"politics-l5-718","5","Hvilken israelisk statsminister ble drept i 1995?","Yitzhak Rabin","Ariel Sharon","Benjamin Netanyahu","Shimon Peres"
"politics-l5-719","5","Hvem var USAs første president?","George Washington","John Adams","Thomas Jefferson","James Madison"
"politics-l5-720","5","Hvilken tysk statsmann var kjent som 'Jernkansleren'?","Otto von Bismarck","Wilhelm I","Wilhelm II","Frederick William IV"
"politics-l5-721","5","Hvem var første norske statsminister etter unionsoppløsningen i 1905?","Christian Michelsen","Gunnar Knudsen","Fridtjov Nansen","Johan Sverdrup"
"politics-l5-722","5","Hvilken britisk statsminister var kjent som 'Iron Lady'?","Margaret Thatcher","Barbara Castle","Theresa May","Jacinda Ardern"
"politics-l5-723","5","Hvem var amerikanskfødt britisk forfatter som ble britisk MP?","Nancy Astor","Vita Sackville-West","Rebecca West","Agatha Christie"
"politics-l5-724","5","Hvilken filippinsk diktator styrte landet fra 1972 til 1986?","Ferdinand Marcos","Corazon Aquino","Manuel Roxas","Emilio Aguinaldo"
"politics-l5-725","5","Hvem var portugisisk diktator som styrte Portugal i 48 år?","António de Oliveira Salazar","Marcelo Caetano","Manuel II","João VI"
"politics-l5-726","5","Hvilken gresk politiker førte landet til kivi-krigen i 1967?","Georgios Papadopoulos","Karamanlis","Andreas Papandreou","Ioannis Metaxas"
"politics-l5-727","5","Hvem var argentinsk diktator som styrte landet på 1970- og 1980-tallet?","Jorge Rafael Videla","Leopoldo Galtieri","Juan Carlos Onganía","Marcelo Levingston"
"politics-l5-728","5","Hvilken indonesisk leder styrte landet fra 1967 til 1998?","Suharto","Sukarno","B.J. Habibie","Megawati Sukarnoputri"
"politics-l5-729","5","Hvem var taiwansk politiker som ledet Kuomintang?","Chiang Kai-shek","Sun Yat-sen","Mao Zedong","Deng Xiaoping"
"politics-l5-730","5","Hvilken egyptisk politiker var grunnlegger av nasjonalstaten?","Gamal Abdel Nasser","Anwar Sadat","Hosni Mubarak","Muhammad Naguib"
"politics-l5-731","5","Hvem var indisk statsminister fra 1966 til 1977 og 1980 til 1984?","Indira Gandhi","Rajiv Gandhi","Jawaharlal Nehru","Manmohan Singh"
"politics-l5-732","5","Hvilken amerikanske president ble drept i Dallas i 1963?","John F. Kennedy","Lyndon B. Johnson","Richard Nixon","Gerald Ford"
"politics-l5-733","5","Hvem var britisk statsminister under første verdenskrig?","David Lloyd George","Herbert Asquith","Andrew Bonar Law","Stanley Baldwin"
"politics-l5-734","5","Hvilken sør-koreansk leder styrte landet med jernhånden fra 1961?","Park Chung-hee","Syngman Rhee","Chun Doo-hwan","Kim Il-sung"
"politics-l5-735","5","Hvem var norsk politiker som ledet Ap og var statsminister?","Jens Stoltenberg","Jonas Gahr Støre","Thorbjørn Jagland","Oddvar Nordli"
"politics-l5-736","5","Hvilken amerikanske senator fra Massachusetts ville bli president i 1972?","George McGovern","Hubert Humphrey","Edmund Muskie","Robert Kennedy"
"politics-l5-737","5","Hvem var tysk politiker som grunnla Det Tyske Forbundet i 1815?","Otto von Metternich","Otto von Bismarck","Frederick William IV","Prince Talleyrand"
"politics-l5-738","5","Hvilken venezolansk leder var kjent som 'Chavez' og styrte fra 1999?","Hugo Chávez","Nicolás Maduro","Carlos Andrés Pérez","Rómulo Gallegos"
"politics-l5-739","5","Hvem var norsk politiker som mottok Nobels fredspris i 1922?","Fridtjov Nansen","Christian Lous Lange","Johan Ludwig Mowinckel","Gunnar Knudsen"
"politics-l6-740","6","Hvilken romersk keiser delte imperiet i Øst- og Vestrommerriket?","Diocletianus","Konstantin","Theodosius","Valentinian"
"politics-l6-741","6","I hvilket år ble Magna Carta signert i England?","1215","1295","1189","1265"
"politics-l6-742","6","Hvem var grunnleggeren av Det osmanske riket?","Osman I","Mehmed II","Suleiman","Ibrahim Paşa"
"politics-l6-743","6","Hvilken fransk konge ble henrettet under Fransk revolusjon?","Ludvig XVI","Ludvig XIV","Ludvig XV","Karl X"
"politics-l6-744","6","I hvilket århundre fant den italienske renessansen hovedsakelig sted?","14.-16. århundre","12.-13. århundre","16.-17. århundre","13.-15. århundre"
"politics-l6-745","6","Hvem grunnla Det amerikanske Uavhengighetskrigets første politiske øverste kommando?","George Washington","Thomas Jefferson","Benjamin Franklin","John Adams"
"politics-l6-746","6","Hvilken russisk keiserinde kaller man «den store»?","Katarina II","Elisabeth","Aleksandra","Anna"
"politics-l6-747","6","I hvilket år falt Berlin-muren?","1989","1987","1991","1988"
"politics-l6-748","6","Hvem var første president i USA?","George Washington","John Adams","Thomas Jefferson","James Madison"
"politics-l6-749","6","Hvilken britisk statsminister førte landet gjennom Second World War?","Winston Churchill","Neville Chamberlain","Stanley Baldwin","David Lloyd George"
"politics-l6-750","6","I hvilket år oppstod Den kalde krigen?","1947","1945","1950","1949"
"politics-l6-751","6","Hvem var lederen av Sovjetunionen under andre verdenskrig?","Josef Stalin","Nikolaj Lenin","Nikita Khrusjtsjov","Leonid Bresjnev"
"politics-l6-752","6","Hvilken romersk keiser konverterte til kristendommen?","Konstantin I","Diocletianus","Augustus","Hadrian"
"politics-l6-753","6","I hvilket år ble Den amerikanske uavhengighetserklæringen signert?","1776","1775","1781","1783"
"politics-l6-754","6","Hvem var Frankriks første president etter Anden verdenskrig?","Charles de Gaulle","Vincent Auriol","René Coty","Félix Faure"
"politics-l6-755","6","Hvilken prussisk konge kalles «Friedrich den Store»?","Fredrik II","Fredrik I","Fredrik Wilhelm I","Fredrik Wilhelm II"
"politics-l6-756","6","I hvilket år ble Komintern opprettet av Sovjetunionen?","1919","1917","1921","1923"
"politics-l6-757","6","Hvilken tysk politiker var kansler før Hitler kom til makten?","Franz von Papen","Kurt von Schleicher","Hermann Göring","Joseph Goebbels"
"politics-l6-758","6","I hvilket år ble Palestina delt mellom jøder og araber ifølge FN-planen?","1947","1945","1948","1949"
"politics-l6-759","6","Hvem grunnla den nederlandske fristatrepublikken?","William I av Oranien","Wilhelm II","Maurits av Oranien","Frederick Henry"
"politics-l6-760","6","Hvilken konge av Sverige kalles «kungamordet»?","Gustav III","Erik XIV","Gustav II Adolf","Karl XII"
"politics-l6-761","6","I hvilket år ble Kina en kommunistisk stat under Mao?","1949","1947","1950","1945"
"politics-l6-762","6","Hvem var grunnleggeren av Mongolerriket?","Genghis Khan","Kublai Khan","Timur Lenk","Batu Khan"
"politics-l6-763","6","Hvilken engelsk konge undertegnet Magna Carta?","John","Henry III","Richard Løvehjerte","Stephen"
"politics-l6-764","6","Hvem var første emperador av Frankrike?","Napoleon Bonaparte","Karl den Store","Ludvig XVI","Ludvig XVIII"
"politics-l6-765","6","Hvilken skandinavisk kommune oppstod fra Kalimaruni?","Danmark-Norge-Sverige","Svenske Riket","Dansk Kongerike","Nordisk union"
"politics-l6-766","6","I hvilket år ble Det tyske imperium proklamert?","1871","1866","1870","1875"
"politics-l6-767","6","Hvem var leder av det kubanske revolusjon?","Fidel Castro","Che Guevara","Raúl Castro","José Martí"
"politics-l6-768","6","Hvilken fransk general ledet Den franske Revolusjons kriger?","Georges Danton","Maximilien Robespierre","Jean-Paul Marat","Camille Desmoulins"
"politics-l6-769","6","I hvilket år ble Versailles-traktaten signert etter 1. verdenskrig?","1919","1918","1920","1921"
"politics-l6-770","6","Hvem var første president av Den tyske Weimar-republikk?","Friedrich Ebert","Paul von Hindenburg","Philipp Scheidemann","Gustav Stresemann"
"politics-l6-771","6","Hvilken engelsk dronning regjertet lengst før moderne tid?","Victoria","Elisabeth I","George III","Anne"
"politics-l6-772","6","I hvilket år oppstod Oktoberrevolusjonen i Russland?","1917","1916","1918","1919"
"politics-l6-773","6","Hvem undertegnet Balfour-erklæringen i 1917?","Arthur Balfour","Winston Churchill","David Lloyd George","Herbert Samuel"
"politics-l6-774","6","Hvilken romersk keiser etablerte det romerske imperiet?","Augustus","Iulius Caesar","Pompejus","Trajan"
"politics-l6-775","6","I hvilket år ble Norge løst fra unionen med Sverige?","1905","1814","1903","1907"
"politics-l6-776","6","Hvem var første leder av Israel som stat?","David Ben-Gurion","Chaim Weizmann","Golda Meir","Levi Eshkol"
"politics-l6-777","6","Hvilken dansk konge kalles «Blåtann»?","Harald I","Christian I","Frederick II","Christian II"
"politics-l6-778","6","Hvor mange medlemmer har Storting, det norske parlamentet?","169","165","172","157"
"politics-l6-779","6","Hva heter den øverste lederen av en regjering i Norge?","Statsminister","Parlamentarisk leder","Stortingspresident","Regjeringssjef"
"politics-l6-780","6","Hvor mange år varer en valgperiode i Storting normalt?","4 år","3 år","5 år","6 år"
"politics-l6-781","6","Hva er det offisielle navnet på det amerikanske parlamentet?","Kongressen","Senatet","Representanthuset","Parlamentet"
"politics-l6-782","6","Hvilken amerikanske president ble valgt i 2020?","Joe Biden","Donald Trump","Barack Obama","Mike Pence"
"politics-l6-783","6","Hvor mange år kan en amerikansk president maksimalt tjenestegjøre?","8 år","4 år","10 år","6 år"
"politics-l6-784","6","I hvilket land finnes det en monarki med størst antall parlamentsmedlemmer?","Japan","Storbritannia","Sverige","Spania"
"politics-l6-785","6","Hva er den politiske systemformen i Danmark?","Konstitusjonell monarkikonstituert","Absolutt monarkikonstituert","Presidentielt styre","Diktaturet"
"politics-l6-786","6","Hvor mange medlemmer har det tyske parlamentet, Bundestag?","630","500","700","598"
"politics-l6-787","6","Hva kalles det franske parlamentet?","Nasjonalforsamlingen","Senat","Deputertkammeret","Republikk-rådet"
"politics-l6-788","6","Hvor mange år skal et medlem av det norske Stortinget maksimalt kunne sitte?","Ubegrenset","12 år","8 år","10 år"
"politics-l6-789","6","I hvilket år ble Norge medlem av Europarådet?","1949","1945","1952","1950"
"politics-l6-790","6","Hvor mange medlemsland har De forente nasjoner (FN) i dag?","193","189","197","185"
"politics-l6-791","6","Hvem er generalsekretær i FN fra 2022?","António Guterres","Ban Ki-moon","Kofi Annan","Dag Hammarskjöld"
"politics-l6-792","6","Hva er navnet på Europas viktigste menneskerettighetsorganisasjon?","Europarådet","Europeiske union","OSSE","NATO"
"politics-l6-793","6","I hvilket år ble Den europeiske union opprettet under sitt nåværende navn?","1993","1991","1995","1992"
"politics-l6-794","6","Hvor mange medlemsland har den europeiske union i dag?","27","28","26","25"
"politics-l6-795","6","Hvilken institusjon har den høyeste lovgivningsmakten i EU?","Europaparlamentet","Rådet for Europeiske unionen","Kommisjonen","Domstolen"
"politics-l6-796","6","Hvor mange medlemmer har Europaparlamentet?","705","650","750","678"
"politics-l6-797","6","Hva er ordførers stillingtitel i Norge?","Ordfører","Kommunesjef","Borgermester","Fylkesmann"
"politics-l6-798","6","Hvor mange fylker hadde Norge før 2020-reformen?","19","20","18","21"
"politics-l6-799","6","Hvor mange fylker har Norge etter 2020-reformen?","11","12","10","13"
"politics-l6-800","6","I hvilket år ble kvinners stemmerett innført i Norge?","1913","1910","1920","1905"
"politics-l6-801","6","Hva er det laveste antallet medlemmer et parti kan ha for å komme inn på Storting?","1","2","3","5"
"politics-l6-802","6","Hvor mange partier er representert i dagens Storting?","8","7","9","10"
"politics-l6-803","6","Hvilken partikombinasjon dannede regjeringen i Norge fra 2021?","Arbeiderpartiet, Senterpartiet og Sosialistisk Venstreparti","Høyre, Fremskrittspartiet og Kristelig Folkeparti","Arbeiderpartiet og Senterpartiet","Høyre og Venstre"
"politics-l6-804","6","Hva kalles valgsystemet i Norge?","Forholdstallsvalg","Enmannskretser","Relative flertall","To-runders system"
"politics-l6-805","6","Hvor mange mennesker må underskrive et initiativ før det kan bli behandlet i Storting?","50 000","30 000","100 000","75 000"
"politics-l6-806","6","Hva er den minste aldersgrensen for å stemme i Norge?","18 år","16 år","20 år","17 år"
"politics-l6-807","6","Hvilken bok er grunnlaget for det norske rettssystemet?","Grunnloven","Straffeloven","Sivilprosessloven","Straffeprosessloven"
"politics-l6-808","6","Hvor mange domstoler finnes det på høyeste nivå i Norge?","1","2","3","5"
"politics-l6-809","6","Hva heter Norges høyeste domstol?","Høyesterett","Stortingsretten","Appellretten","Konstitusjonell domstol"
"politics-l6-810","6","Hvor mange medlemmer har Høyesterett?","20","15","25","18"
"politics-l6-811","6","Hva kalles menneskerettighetene som er beskrevet i menneskerettighetserklæringen?","Universelle menneskerettigheter","Grundleggende friheter","Politiske rettigheter","Sosiale rettigheter"
